title,company,location,salary_min,salary_max,category,description,created,redirect_url
"Senior Wealth Accountants, CPA Qualified (Certified Public Accountant)",Eton Solutions LP,"Bangalore, Karnataka",,,IT Jobs,"Eton Solutions and Technologies India LLP is the technology backbone of Eton Solutions — a global FinTech SaaS company delivering AtlasFive, an enterprise-grade multi tenancy platform purpose-built for family offices and wealth managers. We operate at the intersection of finance and technology, hand",2026-06-10T18:05:27Z,https://www.adzuna.in/land/ad/5758517607?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=C41FB66630DAE9660EF1B86BB1489F58A8DE9932
Senior Manager,LWYD Interactive,"Bangalore, Karnataka",,,Creative & Design Jobs,"Company Description Look What You've Done (LWYD) Interactive is a dynamic company with a team of strategic thinkers, designers, storytellers, and technologists committed to shaping brands through powerful ideas. Using an end-to-end approach, we focus on brand building, including strategy, visual and",2026-06-04T16:46:39Z,https://www.adzuna.in/land/ad/5751932407?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=67A20EA639A271F7D449CEF17EEC842FE44073A4
Product Marketing Manager,nucleo,"Bangalore, Karnataka",,,"PR, Advertising & Marketing Jobs","We are looking for a high-leverage, entrepreneurial Product Marketer to own our go-to-market (GTM) strategy and positioning from the ground up. At Nucleo, you will not just be marketing a tool; you will be educating and shaping how fund managers and family offices think about private market infrastr",2026-06-13T10:54:27Z,https://www.adzuna.in/land/ad/5762139443?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=5293EAEB2DCE9139693C572818A1BC43D7A8CDD9
Sales Agent (DMC Experiences Required),VNBiketour,"Saket, South Delhi",,,Sales Jobs,"VNBIKE TRAILS LOOKING FOR TALLENTS IN DMC  About VNBIKE TRAILS VN BIKE TRAILS is an India-based travel company working in close partnership with a leading tourism firm in Vietnam. We specialize in developing strong partnerships with travel agencies, tour operators, and tourism businesses across Indi",2026-04-19T07:30:35Z,https://www.adzuna.in/land/ad/5704126837?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=7DFF9802EF76F60AF8F97978CE12B50587B95177
Sales Development Representative,Tres InfoSol Pvt Ltd,India,,,Sales Jobs,Company Description Tres Infosol Pvt Ltd is a cybersecurity and IT solutions provider specializing in: Managed Security Services (MSSP) Network & Cybersecurity Solutions Microsoft 365 Security Backup & Disaster Recovery Cloud Security & Governance Endpoint Protection & XDR We work with organizations,2026-06-04T16:45:33Z,https://www.adzuna.in/land/ad/5751931725?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=ACA8698A7CA4171F524E9AFF22185C0F2E212734
Regulatory & QA Engineer - Radiology,Meril,"Valsad, Gujarat",,,Scientific & QA Jobs,"Job Title: RA & QA Engineer – Regulatory & Safety (Radiology & Imaging Systems) Department: Regulatory & Safety – Radiology Division Location: Vapi, Gujarat Reports To: Manager / Senior Manager. Job Purpose: To manage and coordinate regulatory documentation and compliance activities for radiology an",2026-05-15T09:20:10Z,https://www.adzuna.in/land/ad/5730010497?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=A9FE8C4F925609A2D6316D6A5F4F5FA464978357
"Product, Operations & E-commerce Associate",DevBhakti,"Mumbai, Maharashtra",,,IT Jobs,"Location: Mahim, Mumbai (On-Site) Experience: 0–3 Years (Qualified Freshers with strong aptitude may apply) Compensation: ₹12,000 – ₹25,000 per month (Based on skills, aptitude, and experience) About DevBhakti DevBhakti is building a digital platform that helps temples and devotees connect through t",2026-06-16T09:31:54Z,https://www.adzuna.in/land/ad/5765034854?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=7F83485A752F032B3393A34FB46A17C40C3420FD
Career & College Counsellor,Inventure Academy,"Bangalore, Karnataka",,,Teaching Jobs,"Career & College Counsellor Location: Inventure Academy, Bangalore Experience: 4 to 5 years (preferably in a school / international school setting) About the Role At Inventure Academy, we believe every student deserves informed, thoughtful guidance as they shape their future pathways. As a Career & ",2026-05-27T18:12:23Z,https://www.adzuna.in/land/ad/5742257092?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=320E73ABE314BBC98946BE24F13D18E682583A01
Order to Cash,Quess Corp Limited,"Chennai, Tamil Nadu",,,Customer Services Jobs,"Skill : O2C (Order to Cash) Exp : 6 Months to 6 Years JD : O2C – Disputes O2C – Collections Location : Chennai Shit : Rotational Shifts (includes Night Shifts) Interview Process : Virtual Work Mode : 5 Days WFO Regards, Sandeep Kumar sandeep.vinaganti@quesscorp.com",2026-06-11T21:08:22Z,https://www.adzuna.in/land/ad/5760050248?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=04551377D7A907796E0E1494A7BB94693ED7E2A7
Assistant Manager,LatentView Analytics,"Bangalore, Karnataka",,,IT Jobs,"Job Description We are seeking a seasoned Data Engineer with a robust background in building scalable data pipelines and managing large-scale data architectures. With 6–9 years of experience, you will play a pivotal role in designing and optimizing our data ecosystem, ensuring high performance and r",2026-05-27T18:13:16Z,https://www.adzuna.in/land/ad/5742257521?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=4D38ADC31D55C2EBA701A2E696754968C1D71A58
PL/SQL Developer,LTM,"Hyderabad, Telangana",,,IT Jobs,Walk-in drive 13th June 2026- PLSQL Developer Location- Hyderabad Reporting Time- 8:30 am- 12pm Must have skills: Working experience in Banking/Finance Domain Working experience in PL/SQL in handling large volumes of data PL/SQL experience in the Last DB versions 19C and above. Good Communication sk,2026-06-12T00:14:33Z,https://www.adzuna.in/land/ad/5760147363?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=C8F4564D87B6DEB45933AF95DB172B65C182FD64
Head of Product - Authentication & Digital Trust (FIDO2),Quantalent AI,"Bangalore, Karnataka",,,IT Jobs,"This role is with one of our client. They are a banking software vendor operating in more than 23 countries across Africa, the Middle East, and Europe, serving over 70 banks. Location: Bengaluru Experience: 8yrs Role: Head of Product — Authentication & Digital Trust (FIDO2) Mode: Hybrid What if your",2026-06-05T17:19:31Z,https://www.adzuna.in/land/ad/5753192333?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=F26F9408D29A20E816EF092D44AE1A0885599D40
Frontend UX Developer - Powai,ManpowerGroup India,"Mumbai, Maharashtra",,,IT Jobs,"The ideal candidate will be responsible for designing, developing, testing, and debugging responsive web and mobile applications for the company. Using JavaScript, HTML, and CSS, this candidate will be able to translate user and business needs into functional frontend design. Key Responsibilities: ·",2026-05-27T18:12:28Z,https://www.adzuna.in/land/ad/5742257168?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=8D2C9E26DC5FCAE0EB1A69458C250F67943DD05D
VAPT / Red Teaming Manager,Mitigata™ - Full-Stack Cyber Resilience,"Bangalore, Karnataka",,,IT Jobs,"About Mitigata Mitigata is India's first Security  Compliance  Insurance company, helping businesses mitigate cyber risks through a combination of risk assessments, compliance consulting, cyber insurance, and security solutions. We work with businesses to strengthen their security posture, ensure re",2026-06-01T10:27:21Z,https://www.adzuna.in/land/ad/5747049375?se=RN3YcI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=E09735C9363CFE85B414E1C0545202C4DB323252
Delivery Manager with QA Automation Testing experience in Core Banking,QualityKiosk Technologies,"Navi Mumbai, Maharashtra",,,IT Jobs,Quality Kiosk Technologies is looking for Delivery Manager - with experience in QA / Automation Testing in banking domain Work Mode: Work from office Interested candidates pls share your updated resume on deepa.radhakrishnani@qualitykiosk.com Must have experience: ·15 years of experience in the IT I,2026-05-27T18:14:30Z,https://www.adzuna.in/land/ad/5742258082?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=4C74C0CD2D5E5C3CDC0AE0FD7BCE34B95D773F18
Senior Manager II - Accounts Payable,Zepto,"Bangalore, Karnataka",,,Accounting & Finance Jobs,"Designation: Senior Manager II - Accounts Payable Bangalore, Karnataka, India Responsibilities, aka, what we’d like you to deliver : Develop and implement strategies to optimize the non-trade payable process, improving efficiency and compliance across all areas of accounts payable. Drive process imp",2026-06-13T10:53:23Z,https://www.adzuna.in/land/ad/5762136657?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=CC0306552DB7431B2E4586D163B4B3EC57D69118
Company Secretary -Client Acquisition Team-6-8-Worli,Mehta & Mehta,"Mumbai, Maharashtra",,,Legal Jobs,Position: Company Secretary – Client Acquisition Team Location: Mumbai Experience: 6–8 Years Qualification: Qualified Company Secretary (ACS/FCS) Preferred Background: Practicing Company Secretary (PCS) Firm Role Overview: We are looking for a dynamic and client-focused Company Secretary with 6–8 ye,2026-06-11T21:10:14Z,https://www.adzuna.in/land/ad/5760051372?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=87E031D14731B8D572F4F1039437C6403ABF59CD
User Experience Designer,TECEZE,"Chennai, Tamil Nadu",,,IT Jobs,"About Teceze Teceze is a global IT services and technology solutions company delivering managed IT, digital workplace, cloud, infrastructure, cybersecurity, field services, procurement, and software application services to customers across multiple regions. As part of our growing digital and softwar",2026-05-24T17:56:15Z,https://www.adzuna.in/land/ad/5739767875?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=1A62B8D3CBDA0E641F5EF9B54FB2D3F98FA4CE7E
Senior Interior Designer,Livspace,"Indore, Madhya Pradesh",,,Sales Jobs,Roles & Responsibilities Own and manage the end-to-end sales funnel to drive higher conversion rates Drive 12–15 project bookings per month by ensuring strong pipeline management Deliver exceptional customer experience and relationship management throughout the sales journey Collaborate closely with,2026-06-10T18:05:30Z,https://www.adzuna.in/land/ad/5758517717?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=816E47C95E546A507C2F021DDBCA199B54C1E859
Interior Designer,Casantro,"Ahmedabad, Gujarat",,,Creative & Design Jobs,"Casantro is a luxury kitchens and wardrobes brand, co-created with a community of over 1000 design professionals. Headquartered in Bangalore, we are rapidly expanding our retail presence all across India. We service architects and interior designers exclusively. We take pride in offering premium qua",2026-04-12T08:35:56Z,https://www.adzuna.in/land/ad/5697210171?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=3F6B62DC69A869A667E5597DB550410909099FB4
PHP Developer,Suyog Electricals Ltd. ,"Vadodara, Gujarat",,,IT Jobs,"Job Title: Software Developer – (Full Stack Developer) Location: Vadodara, Gujarat (Onsite Only) Experience: 0 to 3 Years Company Name: Suyog Electricals Limited (SEPL Cables) – Cable Manufacturer. Employment Type: Full-Time, Onsite Job Summary: We are seeking a Software Developer with strong proble",2026-04-15T15:07:56Z,https://www.adzuna.in/land/ad/5699972506?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=089B88E32C4AEE83436A21CE0B3B31D42B583D68
SAP FICO Functional Analyst,Manipal Technologies Limited,"Udupi, Karnataka",,,IT Jobs,"Key Responsibilities Design and configuration of core FI/CO module in SAP which includes sub module of General Ledger, Accounts Payable, Accounts Receivable, Asset Accounting, Bank Accounting, Cost centre Accounting, Profit centre Accounting, Internal order, Profitability Analysis, GST and Product c",2026-06-05T17:19:39Z,https://www.adzuna.in/land/ad/5753192400?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=A3B8782F0BF7B7C40C35E86B515C9B5DF7260BF4
Project Manager – Dynamics 365,Dynamics Monk Consulting Services,"Delhi, India",,,IT Jobs,"Role Title: Project Manager – Dynamics 365 CRM Experience: 3–6 Years Location: [In Office] Department: Microsoft Business Applications Practice Role Overview We are seeking a young and dynamic Project Manager to lead end-to-end delivery across multiple Dynamics 365 CRM and non CRM portfolios, drivin",2026-06-04T16:46:31Z,https://www.adzuna.in/land/ad/5751932326?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=708DBDB0977633F244D0FE144BDF9878A974F37F
Lead – Business Development & Operation,Kinship Experiences,"Ahmedabad, Gujarat",,,Sales Jobs,About Kinship Kinship is an early-stage experiential space in Ahmedabad. We're designing community experiences and services that help bridge the generation gap. The Role This is a sales and partnerships role with real operational responsibility and it sits at the heart of everything we do commercial,2026-06-07T07:43:18Z,https://www.adzuna.in/land/ad/5754993867?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=8F8AB1DBD8B543B08DC309D5F33B8A688E0419F0
Senior Sales Specialist,Angara Ecommerce Pvt. Ltd.,"Jaipur, Rajasthan",,,IT Jobs,"Angara is a leading fine jewellery brand known globally for its exceptional gemstones, craftsmanship, and seamless online shopping experience. After establishing a strong presence in the US and other international markets, Angara India is rapidly expanding its footprint, combining premium design wit",2026-06-16T09:30:05Z,https://www.adzuna.in/land/ad/5765034233?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=26E0BDEFDC2D380FAB5F8A087CC35B0FCE74959F
Vue Js,Tata Consultancy Services,"Bangalore, Karnataka",,,IT Jobs,"TCS presents an excellent opportunity for Vue js Developer Role Job Title: Vue js Developer Work Location : Bangalore Experience Range: 5 to 15 Years Interview mode : Walk-In Required Technical Skill Set : Vue.JS and Vue3, HTML5 and CSS3, Java Script, TypeScript Responsibility of / Expectations from",2026-06-03T16:40:46Z,https://www.adzuna.in/land/ad/5750498534?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=AB95BCA437BDB8118ED5297A732590C2183DF61E
Subject Matter Expert (Finance),Turing,India,,,Accounting & Finance Jobs,"About Turing: Based in San Francisco, California, Turing is the world’s leading research accelerator for frontier AI labs and a trusted partner for global enterprises deploying advanced AI systems. Turing supports customers in two ways: first, by accelerating frontier research with high-quality data",2026-06-13T18:50:09Z,https://www.adzuna.in/land/ad/5762611271?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=40FB631668CB637FFEBF6A2446A6051BE1678C54
Creative Associate,Galleri5 ,"Bangalore, Karnataka",,,Creative & Design Jobs,"Company Overview: Galleri5 (G5) is part of Collective Artists Network and is redefining how brands create and scale content using AI. We work with some of India’s biggest brands to generate stunning AI-powered visuals, from product catalog images to campaign videos, using cutting-edge tools in image",2026-05-29T08:23:56Z,https://www.adzuna.in/land/ad/5744182410?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=529ECA6A450EC9DBE8D210081B97F515B72DBC3C
"MANAGER – FINANCE, MIS, ERP & BUSINESS STRATEGY",Apex Mart,India,,,IT Jobs,"Location:* Gaborone, Botswana  *Employer:* Apex Fuels One  *Start Date:* August 2026  *Contract Duration:* 3 Years (Renewable)  About Apex Fuels One Apex Fuels One is a fast-growing fuel and energy company committed to leveraging technology, data, automation, and Artificial Intelligence (AI) to driv",2026-06-05T17:21:15Z,https://www.adzuna.in/land/ad/5753193692?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=B8F2E427C3C24FF8A103C7E478427FE41970334C
Global Strategic Sourcing Manager,HCLTech,"Chennai, Tamil Nadu",,,Retail Jobs,"HCLTECH is hiring for Strategic Sourcing with Indirect Global Procurement: Categories looking for: MRO Perishable Tooling, MRO, Facility Services, CAPEX Key Responsibilities: Set Strategic Sourcing Initiative Strategy: Objectives: Define Initiative/Activity/Project Plan, Obtain Executive Alignment. ",2026-05-24T17:54:55Z,https://www.adzuna.in/land/ad/5739766963?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=0581562DF24912DD2AC7EDA2F633DDBD98A54183
Senior Digital Marketing Manager – Demand Generation,HabileLabs,"Jaipur, Rajasthan",,,"PR, Advertising & Marketing Jobs","Role Summary HabileLabs is looking for a Senior Marketing Manager who can lead and improve our B2B digital lead generation engine. The role will focus on generating better quality leads through performance marketing, SEO, landing pages, email campaigns, CRM tracking, analytics, and AI-led marketing ",2026-05-26T18:11:50Z,https://www.adzuna.in/land/ad/5741247817?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=7971377732C7B8F29ED3E62DDF6D59543DE27E4F
Senior Technical Executive,Pragati Rice,"West Bengal, India",,,Manufacturing Jobs,"Position: Sr. Technical Executive – Maintenance Experience Required: 8–10 Years Salary: ₹40,000/- per month Qualification: B.Tech / Diploma / Any Graduate Department: Maintenance Location: Gopinathpur Factory (Near Kharagpur) Preferred local candidate Key Responsibilities: Handle overall maintenance",2026-06-16T01:22:14Z,https://www.adzuna.in/land/ad/5764564345?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=6E174350B7EA745065C0630BE5E840A6E5E3D181
Customer Success Manager (Ed-Tech),Capablanca Chess & Cognitive Development Center,"Thiruvananthapuram, Kerala",,,Teaching Jobs,"Company Description Capablanca Chess & Cognitive Development Centre specializes in enhancing cognitive and critical thinking skills for children to foster long-term academic and personal success. By addressing fundamental skills like focus, decision-making, and structured thinking, the center provid",2026-05-08T22:26:11Z,https://www.adzuna.in/land/ad/5723127274?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=E73D98FE8E2C652BD54FD26052280473216C3449
Customer Success Manager,Atomicwork,"Bangalore, Karnataka",,,IT Jobs,"Atomicwork is on a mission to transform the digital workplace experience by uniting people, processes, and platforms through AI automation. Our team is building a modern service management platform that enables growing businesses to reduce operational complexity and drive business success. We’re see",2026-05-14T15:14:33Z,https://www.adzuna.in/land/ad/5729067546?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=98066A6D4F6CBA7F8FA837A2A70FFD30ABD83802
VP/Head of Product Management,"MaxVal Group, Inc.","Bangalore, Karnataka",,,IT Jobs,"About Us MaxVal started as an IP services company in 2004, with a keen focus on efficiency, cost-effectiveness, and continuous improvement through metric-based processes. Our focus on these core values led to the tech-enablement of our offerings even before this buzzword became an industry standard.",2026-06-10T18:05:29Z,https://www.adzuna.in/land/ad/5758517657?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=CA45DFBD6D8575B6B4EBAA1A8A2A88773D24B38E
Sr Office Administrator and Document Expert,Sushanku Realty,"Bandra, Mumbai",,,Property Jobs,"Sushanku Realty Sushanku Realty is a growing Mumbai-based real estate developer delivering contemporary residential projects in prime locations such as Wadala, Malad, and Goregaon. We are currently developing high-rise residential projects under DCPR 2034 and are looking to strengthen our internal a",2026-05-27T18:12:11Z,https://www.adzuna.in/land/ad/5742257030?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=A88667E7041B5C781EA342B3B8530C4680D234A4
Manager - Performance Marketing,Emeritus,India,,,"PR, Advertising & Marketing Jobs","About Emeritus: Emeritus is committed to teaching the skills of the future by making high-quality education accessible and affordable to individuals, companies, and governments around the world. It does this by collaborating with more than 80 top-tier universities across the United States, Europe, L",2026-06-12T02:12:37Z,https://www.adzuna.in/land/ad/5760289266?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=900EBAE7ECABC7DC44114BB3194AF504A7FA3EB9
Senior Linux Administrator,Arcesium,"Hyderabad, Telangana",,,IT Jobs,"Company Overview Arcesium is a global financial technology firm that solves complex data-driven challenges faced by some of the world’s most sophisticated financial institutions. We constantly innovate our platform and capabilities to meet tomorrow’s challenges, anticipate the risks our clients enco",2026-05-27T18:10:41Z,https://www.adzuna.in/land/ad/5742256425?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=C8684E69A5830256224596C27ADB5A603AD925CA
Operations Manager,BRANDART,"Mumbai, Maharashtra",,,Manufacturing Jobs,"Position Purpose The Operations Manager is responsible for overseeing and optimizing the end-to-end product development, planning, sourcing, and production processes. The role ensures that all activities are executed according to company standards, quality requirements, timelines, and compliance pro",2026-06-13T10:53:20Z,https://www.adzuna.in/land/ad/5762136562?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=2891298997493BD145B377B2FF072A8B244D1AE7
Service Now Lead - Bangalore / Hyderabad / Noida,Infinite Computer Solutions,"Bangalore, Karnataka",,,IT Jobs,"We are looking for Service Now Lead role Location – Bangalore/Hyderabad/Noida Experience – 6 Years (Rel 3 Years) Work mode – Hybrid Shift – 5:30 PM to 2:30 AM Interested candidates, Please share your profiles and below details t o Email ID: Rajesh.Kumar@infinite.c om Total experien ce:Relevant Exper",2026-06-04T16:49:26Z,https://www.adzuna.in/land/ad/5751934744?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=28CBF9871DB093B0ACF2791B91373B9D7C1E1060
ServiceNow Developer,Revolent Group,"Hyderabad, Telangana",,,IT Jobs,"Are you ready for a ServiceNow Developer role in India? The ideal candidate will have fantastic communication skills and ability/experience dealing with stakeholders, confident to feel empowered to ask questions and provide solutions, collaborative background and working in teams, learning mindset a",2026-06-15T01:06:58Z,https://www.adzuna.in/land/ad/5763757384?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=0C607782BDFBCC7CEB682A231A6160754B042A4F
Piano Teacher,The Groove Bug Studio,"Bangalore, Karnataka",,,Teaching Jobs,"Job description: Keyboard/Piano Teacher (Part-Time) – In-Person – Bangalore The Groove Bug Studio is a growing music academy in Jayanagar, Bangalore, dedicated to providing high-quality music education for children and adults. We are looking for a passionate and reliable Keyboard/Piano Teacher to jo",2026-06-15T15:25:01Z,https://www.adzuna.in/land/ad/5764243636?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=1A65420790FB1CF641953B71A8A02E728692AC08
Sales Engineer (Hyderabad & Ahmedabad) Sal-Sal-2025-04-26-29,DDE Bioengineering Pvt. Ltd.,"Hyderabad, Telangana",,,Sales Jobs,Role: Engineer - Sales & Business Development (Hyderabad & Ahmedabad) Education Qualification: BE / BTech (Mechanical / Chemical / Biotechnology) with MBA (Marketing) Optional Years of Experience: 4 to 6 years in Business Development and Marketing of Industrial Pharma/ Biopharma process equipments a,2026-05-27T18:14:31Z,https://www.adzuna.in/land/ad/5742258103?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=ED2BFC5E2A2B6F1A97DC08CA7096EB24BC6EE843
Broking Dealer - Delhi,Kotak Neo,"Delhi, India",,,Accounting & Finance Jobs,“Join our growing team as a Broking Dealer in Delhi and play a key role in equity dealing and client servicing.” Location - Delhi/Jaipur 1. Responsible to generate brokerage primarily through advising clients on their equity portfolio for long term investments as well as positional trading ideas in ,2026-06-05T17:21:11Z,https://www.adzuna.in/land/ad/5753193609?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=69A274059A5B9BE78D6FC3F033A5678A3181A020
Facade Designer,Latinem Private Limited,"Hyderabad, Telangana",,,Engineering Jobs,"Key Roles & Responsibilites Review architectural concept drawings and convert them into precise IFC facade engineering drawings Develop detailed drawings including typical details & interface details for aluminium and glazing systems Deliver high-quality, accurate, and error-free drafting outputs wi",2026-06-06T07:41:56Z,https://www.adzuna.in/land/ad/5753857074?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=B96640E5D772A8F052187478EA8113B8473EA2F2
Data Scientist,Tata Consultancy Services,"Chennai, Tamil Nadu",,,IT Jobs,"TCS is hiring for Role Data Scientist Required Technical Skill Set Data Science, Python, Statistics, ML Ops, Databricks, Pyspark, EXP - 7 to 12 yrs Walkin Location - Chennai, Magnum Walkin Date- 06-06-26 Must-Have 7 years of professional experience experience in data science BS degree in Computer Sc",2026-06-04T16:45:56Z,https://www.adzuna.in/land/ad/5751932090?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=6084FC0BAA47E7D6CBCB15A9C1EAB4C0E7F34D90
Data Engineer,Lorven Technologies Inc.,"Chennai, Tamil Nadu",,,IT Jobs,"Summary A hands-on Full Stack Data Engineer responsible for designing, building, and optimizing scalable Microsoft Fabric-based data and analytics solutions. The role requires expertise across data engineering, cloud integration, AI-assisted development, and lightweight application integration, with",2026-05-28T18:20:39Z,https://www.adzuna.in/land/ad/5743507308?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=DB4CE81EC7D98362A9EFD96FA4ED863B56CF3B42
Factory/OT Security Engineer,Mindsprint,India,,,IT Jobs,"Job Summary: The Factory (ICS/ OT) Security Lead Engineer will be responsible for the OT Vulnerability remediation of Factory Security Program and Practices for Mindsprint Customers. This position requires a strong understanding of both IT and OT systems, as well as expertise in cybersecurity practi",2026-06-06T07:40:28Z,https://www.adzuna.in/land/ad/5753854895?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=70EFC809B1F706226B41A5D5E80C5CE3068BB713
Creative Lead,HyFun Foods,"Ahmedabad, Gujarat",,,Creative & Design Jobs,HyFun a leading brand in Frozen Food in India with exports in more than 40 countries is seeking to strengthen its Marketing Team . We are looking to fill the Creative Lead position based in Ahmedabad. Position/Profile Title: Creative Lead Job Location: Ahmedabad Experience: At least 8 years of exper,2026-05-22T17:53:42Z,https://www.adzuna.in/land/ad/5737585141?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=25ABC9E6EAAA168DFB1431359013CD762FF0C670
Oracle Integration Cloud Consultant,LTIMindtree,"Noida, Ghaziabad",,,IT Jobs,LTM is looking for a talented OIC / Integration Developer to join our growing team. This role requires strong expertise in Oracle Cloud integrations and SaaS extensions. Mandatory Requirement: Hands-on experience in Oracle Integration Cloud (OIC) AND VBCS (Visual Builder Cloud Service) . Experience ,2026-05-22T17:51:45Z,https://www.adzuna.in/land/ad/5737573912?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=15BF849C94D55039B27D6B483FE9475211B5CF45
Senior Team Lead,ArcelorMittal Global Business & Technologies,India,,,Accounting & Finance Jobs,"OTC- Senior Team Leader Responsibilities: - Manage a team of approximately 30-50 accountants Team management, including organizing teamwork, monitoring goal achievement, assessing the quality of tasks performed, evaluating team efficiency, and motivating employees while fostering their development E",2026-05-21T17:38:01Z,https://www.adzuna.in/land/ad/5736371448?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=71B815A860F3A1D2C71F962AE8FA11EBB79E09BA
Agentic AI Engineer,BayOne Solutions,India,,,IT Jobs,"About the Role We are hiring an Agentic AI Engineer to build and ship production AI systems as part of BayOne's AI Strategy and Innovation Office. The role sits within a collaborative, distributed engineering team and contributes to both internal projects and solutions developed for the practice's c",2026-06-05T17:21:33Z,https://www.adzuna.in/land/ad/5753194021?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=EB4D1DD7B2C45D7C6085C67C5FD2876E273373F0
Process Engineer,AKWEL,India,,,Engineering Jobs,"Join Akwel and be part of our adventure in a family-run, independent group with a long-term vision. A first-class automotive equipment and systems manufacturer specialising in fluid management, mechanisms, and structural parts, Akwel offers state-of-the-art industrial and technological expertise in ",2026-06-13T10:49:03Z,https://www.adzuna.in/land/ad/5762123791?se=rDhzco1p8RGL5KWYPU-8Gw&utm_medium=api&utm_source=439bd393&v=50D2623816A0E23DD80065D148C2FC7A793E7D57
